trasaction_type;goal;kind;number_rooms;number_bathrooms;number_parking_places;area;has_elevator;age;latitute;logitude;rent_value;sell_value
Aluguel;Residencial;casa;3;2;4;236;0;1;-18.934959;-48.268992;2775;0
Venda;Comercial;galpão;0;3;1;180;1;10;-18.893803;-48.305714;0;795296
Aluguel;Residencial;casa de condomínio;1;2;2;141;1;9;-18.916237;-48.219291;2107;0
Venda;Residencial;casa;1;1;3;87;0;1;-18.942035;-48.32161;0;284073
Aluguel;Comercial;galpão;0;3;4;175;1;4;-18.952676;-48.285936;1964;0
Venda;Residencial;casa;1;3;2;128;0;5;-18.957886;-48.268737;0;276551
Aluguel;Residencial;apartamento;4;1;3;237;0;1;-18.919315;-48.27643;1792;0
Aluguel;Comercial;loja;0;2;4;227;1;6;-18.963714;-48.287981;2654;0
Aluguel;Residencial;casa;1;3;3;217;1;8;-18.92581;-48.244413;2049;0
Aluguel;Comercial;galpão;0;2;4;184;0;5;-18.959665;-48.293344;2341;0
Aluguel;Comercial;sala comercial;0;3;2;204;1;0;-18.939933;-48.236282;1101;0
Aluguel;Comercial;sala comercial;0;2;3;214;0;1;-18.911104;-48.266511;2034;0
Aluguel;Comercial;galpão;0;2;3;135;1;2;-18.892496;-48.325609;1928;0
Aluguel;Residencial;apartamento;4;3;2;180;0;10;-18.95939;-48.239223;1907;0
Aluguel;Comercial;galpão;0;1;1;149;1;3;-18.946256;-48.286891;1962;0
Venda;Residencial;casa de condomínio;3;2;2;154;0;5;-18.921563;-48.24282;0;475168
Aluguel;Residencial;casa;3;3;1;128;0;2;-18.90488;-48.247428;2273;0
Aluguel;Comercial;loja;0;3;1;243;0;3;-18.941736;-48.298816;3000;0
Aluguel;Comercial;galpão;0;1;3;103;0;1;-18.937879;-48.274031;2850;0
Aluguel;Residencial;casa de condomínio;4;1;1;231;0;10;-18.88507;-48.326611;1172;0
Aluguel;Comercial;sala comercial;0;3;3;210;0;3;-18.910309;-48.287202;1347;0
Venda;Residencial;casa;1;3;1;175;0;9;-18.888453;-48.247238;0;288179
Venda;Comercial;galpão;0;3;2;193;1;6;-18.951684;-48.259345;0;192149
Aluguel;Residencial;casa de condomínio;3;1;3;122;1;10;-18.912627;-48.290135;666;0
Aluguel;Comercial;sala comercial;0;1;1;240;0;7;-18.932277;-48.308948;2179;0
Venda;Residencial;casa;4;1;4;110;1;5;-18.926607;-48.238148;0;317916
Venda;Residencial;apartamento;2;3;4;219;1;0;-18.941356;-48.282396;0;197771
Aluguel;Comercial;loja;0;2;3;112;1;5;-18.922941;-48.231011;1251;0
Venda;Residencial;apartamento;3;3;1;184;1;3;-18.887512;-48.328115;0;768665
Venda;Comercial;loja;0;1;2;235;1;3;-18.958439;-48.235455;0;309859
Venda;Comercial;galpão;0;2;3;202;0;4;-18.90523;-48.244056;0;197674
Venda;Residencial;casa de condomínio;4;1;3;186;1;3;-18.94905;-48.228868;0;602958
Venda;Comercial;loja;0;2;3;188;0;5;-18.892893;-48.275244;0;750816
Venda;Residencial;casa de condomínio;2;3;1;201;1;0;-18.959968;-48.301748;0;452537
Aluguel;Residencial;casa;3;1;3;183;1;5;-18.931576;-48.330086;2659;0
Venda;Comercial;loja;0;3;1;193;1;8;-18.897937;-48.234576;0;410605
Venda;Residencial;apartamento;2;3;4;145;1;3;-18.912501;-48.285391;0;292901
Aluguel;Residencial;casa;1;3;4;203;1;2;-18.930568;-48.280018;2858;0
Venda;Residencial;casa;3;3;2;150;0;5;-18.890303;-48.322595;0;576937
Venda;Residencial;casa de condomínio;2;3;2;172;1;9;-18.885461;-48.319389;0;354853
Venda;Comercial;loja;0;2;4;120;1;3;-18.894604;-48.253065;0;717364
Aluguel;Residencial;casa de condomínio;3;1;2;237;1;3;-18.930843;-48.326232;1669;0
Venda;Residencial;casa;3;1;4;136;0;0;-18.893539;-48.254973;0;236448
Aluguel;Residencial;casa;3;2;1;112;1;8;-18.966505;-48.258958;1437;0
Venda;Residencial;apartamento;2;3;3;195;1;1;-18.936381;-48.280983;0;301312
Aluguel;Residencial;casa de condomínio;2;1;1;121;1;3;-18.890761;-48.236465;2744;0
Aluguel;Comercial;loja;0;1;3;212;1;7;-18.897144;-48.306099;1465;0
Aluguel;Residencial;casa;3;1;1;191;0;8;-18.952505;-48.318195;1417;0
Aluguel;Residencial;apartamento;2;3;4;197;0;5;-18.900972;-48.284585;2812;0
Venda;Residencial;apartamento;2;2;1;159;1;10;-18.967543;-48.232939;0;553982
Aluguel;Residencial;casa de condomínio;3;1;1;94;1;7;-18.896701;-48.263525;1958;0
Aluguel;Comercial;loja;0;2;2;203;0;8;-18.94387;-48.226731;1489;0
Aluguel;Comercial;sala comercial;0;3;3;246;1;9;-18.913991;-48.294461;2195;0
Aluguel;Residencial;apartamento;3;3;3;227;0;9;-18.901434;-48.306499;932;0
Venda;Comercial;loja;0;2;3;121;1;5;-18.952147;-48.257324;0;143555
Venda;Comercial;loja;0;1;2;123;0;10;-18.899519;-48.262226;0;194518
Venda;Residencial;apartamento;4;3;1;164;1;0;-18.96427;-48.279212;0;783061
Aluguel;Residencial;apartamento;3;3;2;99;1;8;-18.91719;-48.321736;2710;0
Venda;Comercial;galpão;0;2;3;89;1;6;-18.957666;-48.268058;0;585204
Venda;Comercial;loja;0;2;3;199;1;6;-18.929783;-48.244303;0;383901
Aluguel;Comercial;loja;0;1;1;204;0;0;-18.950403;-48.29558;1727;0
Venda;Residencial;casa de condomínio;4;1;4;135;0;2;-18.885003;-48.302303;0;709628
Venda;Residencial;casa de condomínio;1;1;3;120;1;0;-18.914616;-48.222978;0;490306
Aluguel;Comercial;loja;0;1;3;124;1;3;-18.941185;-48.217444;1010;0
Venda;Residencial;casa;1;1;1;238;1;1;-18.919707;-48.268789;0;759683
Aluguel;Comercial;sala comercial;0;2;4;209;1;10;-18.907732;-48.302748;1827;0
Venda;Residencial;casa de condomínio;4;3;2;113;1;1;-18.955186;-48.311068;0;554550
Aluguel;Residencial;casa;4;1;4;226;1;8;-18.922402;-48.319941;1439;0
Venda;Comercial;loja;0;2;3;194;1;3;-18.923799;-48.323812;0;515038
Venda;Residencial;casa;4;1;2;201;0;1;-18.940612;-48.235505;0;607475
Venda;Residencial;casa;3;2;4;219;1;2;-18.898504;-48.243857;0;544561
Venda;Comercial;sala comercial;0;3;3;183;1;9;-18.938172;-48.282196;0;240978
Aluguel;Residencial;casa de condomínio;2;2;2;176;0;5;-18.89903;-48.277935;2381;0
Aluguel;Comercial;loja;0;1;2;156;0;0;-18.960386;-48.287819;1958;0
Aluguel;Comercial;loja;0;1;4;110;1;9;-18.885705;-48.275882;2885;0
Venda;Residencial;apartamento;2;2;2;219;1;6;-18.915539;-48.296039;0;724270
Venda;Comercial;loja;0;3;1;114;1;0;-18.936249;-48.25323;0;243614
Aluguel;Residencial;apartamento;4;3;3;210;0;1;-18.907384;-48.239973;1913;0
Venda;Residencial;casa de condomínio;2;2;4;207;1;4;-18.91926;-48.267039;0;444593
Venda;Comercial;loja;0;3;4;187;1;1;-18.917767;-48.319166;0;234338
Venda;Residencial;casa;2;3;1;122;0;7;-18.933684;-48.218128;0;705583
Venda;Comercial;sala comercial;0;3;3;187;0;8;-18.914316;-48.243524;0;167589
Venda;Residencial;casa de condomínio;2;2;4;113;1;6;-18.925641;-48.270718;0;183070
Aluguel;Comercial;galpão;0;3;1;236;1;7;-18.928595;-48.232033;1314;0
Venda;Residencial;apartamento;3;2;1;82;1;2;-18.913915;-48.287638;0;718257
Venda;Comercial;loja;0;2;4;144;0;10;-18.949764;-48.272659;0;776848
Venda;Comercial;sala comercial;0;2;1;81;1;7;-18.955299;-48.288206;0;638148
Aluguel;Residencial;casa de condomínio;1;1;1;124;1;9;-18.941629;-48.256196;657;0
Venda;Comercial;sala comercial;0;2;2;203;1;9;-18.951584;-48.245172;0;775555
Aluguel;Comercial;galpão;0;1;2;231;1;1;-18.925548;-48.290871;1419;0
Venda;Comercial;sala comercial;0;2;4;213;0;10;-18.952638;-48.303131;0;365353
Aluguel;Residencial;apartamento;1;1;2;175;1;8;-18.912747;-48.315019;2826;0
Venda;Comercial;loja;0;2;3;240;1;0;-18.93034;-48.248897;0;717589
Aluguel;Comercial;sala comercial;0;2;1;238;1;8;-18.894903;-48.299876;2357;0
Aluguel;Residencial;casa;2;1;3;111;1;3;-18.885725;-48.267751;2699;0
Venda;Residencial;apartamento;1;3;1;88;1;4;-18.930138;-48.246113;0;491745
Venda;Comercial;sala comercial;0;1;4;105;1;9;-18.957575;-48.330494;0;458100
Aluguel;Comercial;galpão;0;3;3;99;0;5;-18.951221;-48.233274;2712;0
Aluguel;Comercial;sala comercial;0;1;2;105;0;1;-18.925403;-48.332538;787;0
Aluguel;Comercial;loja;0;3;4;205;1;1;-18.886299;-48.286401;2199;0
Aluguel;Comercial;sala comercial;0;2;3;162;0;1;-18.911332;-48.285043;1126;0
Venda;Residencial;apartamento;4;1;3;125;0;5;-18.934433;-48.216915;0;603564
Venda;Residencial;casa;2;1;2;196;0;10;-18.940916;-48.273823;0;741228
Aluguel;Comercial;galpão;0;2;3;234;1;7;-18.937756;-48.23035;1215;0
Aluguel;Comercial;galpão;0;3;2;213;0;10;-18.940097;-48.242151;1798;0
Aluguel;Comercial;galpão;0;2;1;235;1;9;-18.912712;-48.275239;1168;0
Venda;Residencial;casa de condomínio;2;3;2;219;0;4;-18.917936;-48.226071;0;439997
Venda;Residencial;casa;1;1;3;238;0;9;-18.922765;-48.328603;0;765074
Aluguel;Residencial;casa de condomínio;4;2;1;80;1;8;-18.929806;-48.318839;2966;0
Venda;Comercial;galpão;0;3;3;164;0;8;-18.903237;-48.31611;0;276836
Aluguel;Comercial;galpão;0;2;2;119;0;10;-18.96294;-48.241307;1956;0
Aluguel;Residencial;apartamento;2;1;3;161;1;8;-18.906688;-48.255564;1955;0
Aluguel;Comercial;loja;0;2;4;177;0;9;-18.915458;-48.27491;766;0
Venda;Comercial;sala comercial;0;2;4;178;1;9;-18.915154;-48.319036;0;411313
Venda;Residencial;apartamento;2;3;1;121;0;6;-18.958323;-48.267468;0;218066
Venda;Residencial;casa;2;1;2;170;0;5;-18.910651;-48.27314;0;304759
Aluguel;Residencial;apartamento;4;2;3;194;1;4;-18.92497;-48.229353;2677;0
Venda;Comercial;sala comercial;0;2;4;139;0;2;-18.89513;-48.329596;0;494549
Venda;Comercial;loja;0;1;1;163;1;5;-18.931134;-48.273119;0;391917
Aluguel;Residencial;casa de condomínio;2;1;4;129;1;8;-18.889702;-48.241374;2431;0
Aluguel;Comercial;sala comercial;0;2;1;160;0;0;-18.937075;-48.307189;2900;0
Aluguel;Residencial;casa de condomínio;2;3;3;234;1;3;-18.887545;-48.300514;2048;0
Venda;Residencial;apartamento;1;1;3;234;1;10;-18.885987;-48.314439;0;257881
Venda;Comercial;galpão;0;1;1;92;0;0;-18.933976;-48.256125;0;403113
Aluguel;Comercial;galpão;0;2;4;175;1;4;-18.928607;-48.289749;1157;0
Aluguel;Residencial;casa;3;1;2;247;1;1;-18.886737;-48.259113;2679;0
Aluguel;Residencial;casa;2;1;1;188;0;4;-18.9262;-48.269949;1339;0
Venda;Comercial;sala comercial;0;1;1;173;0;7;-18.906238;-48.316011;0;306297
Aluguel;Comercial;galpão;0;1;2;103;1;4;-18.893931;-48.330251;2777;0
Venda;Comercial;loja;0;2;2;80;1;10;-18.940298;-48.239397;0;167274
Aluguel;Comercial;galpão;0;2;3;242;1;10;-18.941919;-48.221809;746;0
Venda;Residencial;apartamento;4;2;2;136;0;8;-18.947758;-48.284787;0;391546
Venda;Residencial;casa;4;3;4;135;0;8;-18.954075;-48.325532;0;792656
Aluguel;Comercial;sala comercial;0;2;2;241;0;1;-18.888529;-48.328014;2344;0
Venda;Residencial;casa;4;3;3;225;1;5;-18.887563;-48.332446;0;324353
Aluguel;Residencial;casa de condomínio;3;2;3;196;0;8;-18.935992;-48.267723;955;0
Venda;Comercial;sala comercial;0;2;4;234;1;6;-18.925913;-48.322056;0;698147
Venda;Comercial;sala comercial;0;3;1;111;1;7;-18.948925;-48.305408;0;499578
Aluguel;Residencial;casa;3;1;2;81;0;3;-18.925095;-48.324789;2484;0
Aluguel;Residencial;casa de condomínio;2;2;3;181;1;10;-18.951876;-48.330271;982;0
Aluguel;Comercial;sala comercial;0;3;3;87;0;4;-18.926097;-48.228046;1536;0
Venda;Residencial;apartamento;4;2;2;156;0;7;-18.936343;-48.240227;0;552707
Aluguel;Comercial;sala comercial;0;2;4;150;0;10;-18.915043;-48.273592;833;0
Aluguel;Residencial;casa de condomínio;2;2;3;155;1;5;-18.927594;-48.317356;2997;0
Venda;Residencial;casa de condomínio;4;1;1;161;1;5;-18.892236;-48.236463;0;589355
Venda;Residencial;apartamento;3;2;1;117;1;1;-18.961847;-48.245414;0;613207
Venda;Residencial;casa de condomínio;2;2;4;211;0;7;-18.94614;-48.318232;0;503410
Aluguel;Residencial;casa;4;1;4;201;0;4;-18.887064;-48.229794;1714;0
Aluguel;Residencial;casa;4;2;1;112;1;5;-18.936505;-48.216911;1674;0
Venda;Residencial;casa;3;3;3;131;1;4;-18.898055;-48.290468;0;542630
Aluguel;Residencial;apartamento;1;2;4;135;0;3;-18.937635;-48.323492;2080;0
Venda;Comercial;galpão;0;2;2;174;1;2;-18.885464;-48.288542;0;296533
Aluguel;Residencial;apartamento;3;1;4;80;1;10;-18.91352;-48.302649;2865;0
Aluguel;Comercial;sala comercial;0;1;3;238;1;2;-18.934002;-48.291348;2869;0
Venda;Comercial;galpão;0;3;4;138;1;8;-18.912032;-48.243982;0;302875
Venda;Residencial;casa de condomínio;4;1;4;142;1;0;-18.908617;-48.243154;0;294524
Venda;Residencial;apartamento;1;1;4;213;1;4;-18.910047;-48.317668;0;563577
Venda;Comercial;sala comercial;0;2;4;213;0;8;-18.897544;-48.234226;0;796759
Venda;Comercial;sala comercial;0;2;3;150;1;10;-18.943142;-48.320938;0;428780
Venda;Residencial;casa de condomínio;1;1;4;153;1;5;-18.949417;-48.291283;0;694630
Aluguel;Residencial;casa de condomínio;3;3;1;156;0;6;-18.908243;-48.269405;2066;0
Venda;Comercial;galpão;0;3;3;135;1;7;-18.922397;-48.24043;0;689947
Aluguel;Comercial;sala comercial;0;1;1;144;0;8;-18.90483;-48.259386;2078;0
Aluguel;Residencial;apartamento;2;1;1;212;0;9;-18.919363;-48.275356;1268;0
Venda;Residencial;casa;4;2;2;236;0;5;-18.942211;-48.232811;0;350975
Venda;Residencial;casa de condomínio;1;3;3;155;0;4;-18.889644;-48.227617;0;672558
Aluguel;Residencial;casa;4;1;2;144;0;6;-18.954573;-48.319053;930;0
Venda;Residencial;casa de condomínio;3;2;1;186;1;7;-18.91877;-48.31676;0;254364
Aluguel;Residencial;casa;1;3;3;148;1;9;-18.909477;-48.235245;764;0
Aluguel;Residencial;apartamento;1;2;3;150;0;7;-18.941517;-48.227348;1825;0
Venda;Comercial;loja;0;1;1;169;1;7;-18.88523;-48.242842;0;194701
Venda;Residencial;casa;3;2;4;181;0;0;-18.924165;-48.29639;0;335146
Aluguel;Residencial;casa de condomínio;1;1;4;121;0;8;-18.929214;-48.219795;2515;0
Aluguel;Comercial;sala comercial;0;1;4;199;1;0;-18.922315;-48.248766;798;0
Venda;Residencial;apartamento;2;1;2;102;1;0;-18.918918;-48.316725;0;417863
Aluguel;Comercial;galpão;0;3;2;234;1;3;-18.894046;-48.258235;768;0
Aluguel;Comercial;galpão;0;1;4;118;1;6;-18.938329;-48.297666;1767;0
Venda;Residencial;casa de condomínio;1;3;1;167;0;7;-18.913691;-48.292996;0;740898
Aluguel;Residencial;casa;4;2;4;183;1;3;-18.907641;-48.252158;709;0
Aluguel;Residencial;casa de condomínio;1;3;1;181;0;3;-18.933746;-48.217557;1342;0
Aluguel;Residencial;casa;3;2;1;163;1;6;-18.91553;-48.256265;789;0
Aluguel;Comercial;galpão;0;3;4;196;1;4;-18.907856;-48.304308;684;0
Venda;Residencial;casa de condomínio;4;2;2;101;0;1;-18.945745;-48.299509;0;341108
Aluguel;Residencial;apartamento;3;3;1;123;0;6;-18.948304;-48.243313;1568;0
Venda;Residencial;casa de condomínio;4;2;2;164;1;7;-18.953995;-48.248966;0;602763
Venda;Comercial;galpão;0;3;1;220;1;1;-18.921263;-48.283193;0;161057
Venda;Comercial;galpão;0;2;1;178;1;5;-18.953745;-48.330152;0;302958
Venda;Residencial;apartamento;1;1;1;130;1;2;-18.921101;-48.245327;0;241247
Venda;Residencial;casa;4;2;3;101;1;7;-18.912104;-48.217742;0;484473
Venda;Comercial;loja;0;1;4;167;0;8;-18.899088;-48.286855;0;771312
Aluguel;Residencial;casa;3;3;1;159;0;6;-18.963681;-48.230761;1046;0
Aluguel;Residencial;casa de condomínio;3;1;4;150;0;1;-18.920476;-48.289918;1957;0
Venda;Residencial;casa;4;2;4;102;1;9;-18.916004;-48.310647;0;205985
Venda;Residencial;casa;2;3;3;117;1;2;-18.932906;-48.276118;0;386380
Venda;Residencial;casa de condomínio;1;2;4;135;1;9;-18.931487;-48.298206;0;545047
Venda;Comercial;sala comercial;0;3;4;211;1;3;-18.898892;-48.309155;0;538888
Venda;Comercial;loja;0;2;2;111;1;6;-18.967663;-48.297929;0;694457
Aluguel;Residencial;casa;4;1;2;199;0;7;-18.935296;-48.267525;2076;0
Venda;Residencial;apartamento;1;1;2;159;0;3;-18.953389;-48.315731;0;485839
Aluguel;Residencial;casa;1;2;1;249;0;3;-18.957545;-48.218775;1759;0
Aluguel;Comercial;galpão;0;3;3;188;0;8;-18.957482;-48.233919;978;0
Venda;Comercial;galpão;0;1;3;119;1;0;-18.888305;-48.233543;0;626194
Aluguel;Comercial;sala comercial;0;3;3;98;1;10;-18.920335;-48.24638;903;0
Aluguel;Comercial;sala comercial;0;2;3;116;1;6;-18.964646;-48.260635;1130;0
Venda;Residencial;apartamento;2;1;2;129;1;0;-18.903609;-48.263718;0;434076
Venda;Comercial;sala comercial;0;3;2;190;1;6;-18.964269;-48.220451;0;162985
Aluguel;Comercial;loja;0;3;2;195;0;3;-18.90396;-48.236477;1021;0
Venda;Comercial;loja;0;3;2;184;1;5;-18.931351;-48.263647;0;625493
Aluguel;Residencial;casa de condomínio;3;2;4;108;0;5;-18.932612;-48.22914;1479;0
Aluguel;Residencial;casa;3;1;3;223;0;7;-18.923359;-48.321427;2754;0
Venda;Comercial;galpão;0;3;4;148;1;8;-18.923223;-48.30988;0;449831
Aluguel;Comercial;loja;0;2;3;200;1;0;-18.933121;-48.323401;2547;0
Aluguel;Residencial;apartamento;1;2;2;124;1;3;-18.960706;-48.24447;2389;0
Venda;Residencial;casa;4;1;3;139;1;6;-18.904364;-48.271865;0;554310
Venda;Residencial;casa;1;1;4;159;1;0;-18.93137;-48.312824;0;392446
Aluguel;Residencial;casa de condomínio;3;1;3;185;1;9;-18.912139;-48.321303;2518;0
Aluguel;Comercial;loja;0;2;2;154;0;7;-18.903206;-48.267012;1221;0
Venda;Residencial;casa;2;1;3;146;0;4;-18.931054;-48.321772;0;470408
Aluguel;Comercial;loja;0;2;2;224;0;7;-18.89362;-48.332181;1150;0
Venda;Residencial;casa;2;2;1;234;1;4;-18.916276;-48.329019;0;340290
Venda;Comercial;loja;0;2;2;234;1;6;-18.889132;-48.267071;0;705964
Aluguel;Residencial;apartamento;2;1;1;149;1;7;-18.903455;-48.290457;1010;0
Venda;Comercial;loja;0;1;2;98;1;8;-18.89693;-48.269238;0;728875
Aluguel;Comercial;loja;0;3;2;87;0;6;-18.948054;-48.295352;2034;0
Aluguel;Residencial;casa de condomínio;3;2;4;221;1;1;-18.964784;-48.306524;1266;0
Aluguel;Comercial;loja;0;2;2;118;1;0;-18.913096;-48.283367;1137;0
Venda;Residencial;apartamento;2;1;1;154;1;1;-18.905411;-48.316713;0;619728
Aluguel;Residencial;casa de condomínio;3;1;3;214;0;1;-18.910944;-48.326043;1368;0
Aluguel;Residencial;apartamento;1;1;4;247;1;3;-18.958842;-48.28388;2503;0
Aluguel;Residencial;apartamento;3;1;4;160;0;0;-18.929613;-48.299498;1450;0
Venda;Comercial;loja;0;2;2;213;0;4;-18.908919;-48.319594;0;365288
Aluguel;Comercial;sala comercial;0;1;2;111;0;2;-18.898394;-48.236703;859;0
Aluguel;Comercial;sala comercial;0;3;3;131;1;0;-18.941501;-48.256911;1727;0
Venda;Comercial;sala comercial;0;1;4;227;0;9;-18.943463;-48.220138;0;216481
Venda;Comercial;galpão;0;3;3;155;1;2;-18.932663;-48.222387;0;140253
Aluguel;Residencial;casa de condomínio;2;3;2;182;1;3;-18.944073;-48.26519;2956;0
Aluguel;Residencial;apartamento;2;1;1;187;1;0;-18.947446;-48.298902;1912;0
Aluguel;Comercial;sala comercial;0;2;4;96;0;1;-18.924183;-48.261121;2959;0
Venda;Residencial;apartamento;1;1;4;225;0;0;-18.936241;-48.302879;0;458582
Venda;Residencial;apartamento;3;2;2;177;1;9;-18.967165;-48.286784;0;687531
Aluguel;Comercial;loja;0;1;3;196;0;8;-18.899973;-48.283074;1369;0
Aluguel;Comercial;loja;0;1;4;202;1;1;-18.93226;-48.313998;1368;0
Venda;Comercial;galpão;0;2;1;131;1;6;-18.966003;-48.276998;0;795990
Aluguel;Residencial;casa;1;1;2;192;1;8;-18.922743;-48.274091;2048;0
Venda;Residencial;casa;2;3;1;179;0;1;-18.894218;-48.225229;0;345215
Venda;Residencial;apartamento;1;3;4;120;0;4;-18.891184;-48.256321;0;333256
Venda;Residencial;casa;3;2;1;200;0;4;-18.913426;-48.322664;0;209448
Aluguel;Residencial;casa de condomínio;3;1;4;120;0;3;-18.954523;-48.315155;1242;0
Aluguel;Residencial;casa;4;2;1;168;0;3;-18.8958;-48.255483;1262;0
Aluguel;Comercial;sala comercial;0;2;3;144;0;10;-18.965131;-48.282888;1537;0
Aluguel;Comercial;loja;0;1;1;223;0;5;-18.911078;-48.222876;2279;0
Venda;Residencial;apartamento;1;1;3;175;1;6;-18.929581;-48.239542;0;577779
Venda;Residencial;casa;4;2;3;243;0;6;-18.947932;-48.283749;0;390991
Venda;Comercial;loja;0;2;1;138;0;6;-18.898269;-48.225029;0;690864
Venda;Comercial;sala comercial;0;2;4;125;0;2;-18.905653;-48.33184;0;354816
Aluguel;Comercial;loja;0;2;1;112;1;10;-18.923601;-48.242191;2872;0
Venda;Residencial;casa;1;2;2;248;1;9;-18.911235;-48.243465;0;529406
Venda;Comercial;loja;0;2;4;135;1;6;-18.905343;-48.295531;0;671676
Aluguel;Comercial;loja;0;3;2;238;0;5;-18.947209;-48.250795;2554;0
Venda;Residencial;apartamento;1;3;2;213;1;5;-18.913091;-48.314807;0;663990
Venda;Comercial;sala comercial;0;2;1;153;0;7;-18.920417;-48.312265;0;504611
Aluguel;Residencial;apartamento;2;2;4;234;0;5;-18.963133;-48.29776;1925;0
Aluguel;Residencial;apartamento;1;1;3;161;0;9;-18.953356;-48.257137;2866;0
Aluguel;Comercial;sala comercial;0;3;3;227;0;8;-18.897949;-48.252252;2393;0
Aluguel;Comercial;sala comercial;0;2;1;250;0;2;-18.910691;-48.257492;1595;0
Venda;Residencial;apartamento;2;1;2;191;0;10;-18.913141;-48.228663;0;633546
Venda;Comercial;loja;0;3;3;174;1;1;-18.937971;-48.284561;0;277798
Venda;Residencial;apartamento;1;2;1;128;0;7;-18.897526;-48.218127;0;677014
Aluguel;Comercial;sala comercial;0;3;2;113;0;6;-18.8892;-48.236656;2712;0
Venda;Comercial;sala comercial;0;1;1;127;0;6;-18.923683;-48.257677;0;459962
Aluguel;Residencial;casa;4;3;2;88;1;7;-18.897471;-48.235704;1796;0
Venda;Residencial;apartamento;1;2;3;221;0;0;-18.966054;-48.226496;0;665522
Venda;Comercial;galpão;0;2;2;146;1;0;-18.926759;-48.268487;0;262430
Aluguel;Comercial;galpão;0;2;3;223;0;10;-18.912296;-48.309194;2902;0
Venda;Residencial;apartamento;4;1;1;209;1;1;-18.907335;-48.292918;0;442117
Venda;Residencial;casa de condomínio;3;1;4;84;0;0;-18.935523;-48.298752;0;309092
Aluguel;Comercial;sala comercial;0;1;2;113;1;10;-18.952828;-48.291102;730;0
Venda;Residencial;apartamento;2;3;2;139;1;6;-18.913251;-48.265982;0;701041
Aluguel;Comercial;loja;0;2;4;183;0;3;-18.937201;-48.28694;2710;0
Aluguel;Residencial;casa;1;1;4;179;1;7;-18.94876;-48.258865;771;0
Venda;Comercial;sala comercial;0;2;1;158;0;9;-18.891879;-48.281206;0;712944
Aluguel;Residencial;casa;2;2;4;222;0;10;-18.901309;-48.239042;1882;0
Aluguel;Residencial;casa;4;3;3;171;1;5;-18.945387;-48.229215;2265;0
Venda;Comercial;loja;0;2;2;95;0;6;-18.89091;-48.231186;0;333188
Venda;Comercial;sala comercial;0;1;4;174;0;5;-18.895598;-48.250601;0;769548
Aluguel;Comercial;sala comercial;0;1;1;150;0;1;-18.928168;-48.24978;1849;0
Aluguel;Residencial;casa;2;1;4;148;1;4;-18.93853;-48.232031;1738;0
Aluguel;Residencial;casa de condomínio;2;3;3;121;1;6;-18.91378;-48.293356;2437;0
Aluguel;Comercial;loja;0;1;1;248;1;1;-18.940447;-48.255779;1863;0
Aluguel;Comercial;loja;0;1;4;102;1;8;-18.919458;-48.250553;1783;0
Venda;Residencial;casa;3;3;3;196;1;2;-18.922405;-48.259623;0;173017
Aluguel;Comercial;loja;0;1;1;148;1;0;-18.942358;-48.319168;755;0
Aluguel;Comercial;galpão;0;3;2;149;1;10;-18.967528;-48.277288;2416;0
Aluguel;Residencial;apartamento;1;3;4;144;0;4;-18.931257;-48.287869;988;0
Aluguel;Comercial;sala comercial;0;1;1;99;1;7;-18.917109;-48.274265;2768;0
Venda;Comercial;loja;0;2;4;208;1;1;-18.897038;-48.254494;0;373807
Aluguel;Residencial;casa;1;3;1;176;0;0;-18.946919;-48.283896;1317;0
Aluguel;Residencial;apartamento;3;3;4;202;1;2;-18.907897;-48.309611;941;0
Aluguel;Residencial;casa de condomínio;2;1;4;244;1;7;-18.907621;-48.222555;2759;0
Venda;Residencial;casa de condomínio;2;2;3;175;1;3;-18.934108;-48.246125;0;190130
Venda;Residencial;casa;1;3;1;157;1;5;-18.94329;-48.328426;0;254166
Venda;Residencial;casa;4;1;1;95;1;9;-18.911781;-48.267634;0;424872
Venda;Residencial;casa de condomínio;3;1;4;148;0;5;-18.916;-48.299958;0;562100
Venda;Residencial;apartamento;4;3;3;205;1;8;-18.924993;-48.29406;0;191079
Aluguel;Comercial;galpão;0;1;4;247;1;8;-18.954551;-48.236766;2901;0
Aluguel;Comercial;loja;0;2;1;205;1;9;-18.925828;-48.279005;922;0
Aluguel;Residencial;casa;3;2;2;135;1;6;-18.920012;-48.271876;2996;0
Aluguel;Residencial;apartamento;2;2;4;102;1;8;-18.954792;-48.300482;1237;0
Venda;Comercial;galpão;0;2;4;225;0;1;-18.939819;-48.321589;0;790011
Aluguel;Residencial;casa;4;1;4;93;0;8;-18.908806;-48.307426;2337;0
Venda;Residencial;casa;2;3;1;163;1;9;-18.941422;-48.292538;0;225335
Aluguel;Comercial;loja;0;1;2;83;0;2;-18.944264;-48.256559;695;0
Venda;Residencial;casa de condomínio;4;1;4;222;1;4;-18.942703;-48.321253;0;693733
Venda;Comercial;loja;0;2;3;148;0;9;-18.906536;-48.258151;0;631794
Aluguel;Comercial;sala comercial;0;2;3;114;0;2;-18.891188;-48.240186;847;0
Aluguel;Comercial;loja;0;1;3;80;1;10;-18.891467;-48.257293;2795;0
Aluguel;Comercial;galpão;0;3;4;153;0;9;-18.914199;-48.274425;2286;0
Venda;Residencial;apartamento;4;1;4;122;0;10;-18.887177;-48.300583;0;510091
Venda;Comercial;galpão;0;2;3;203;1;0;-18.963363;-48.283404;0;139463
